| Key | SC Code | Description | Duration (ms) |
| ` | 029 | ` | 2152 |
| tab | 00F | tab | 2152 |
| caps lock | 03A | caps lock | 2149 |
| ! | 002 | ! | 79 |
| ~ | 029 | ~ | 81 |
| tab | 00F | tab | 81 |
| caps lock | 03A | caps lock | 83 |
| c | 02E | c | 91 |
| shift | 02A | shift | 89 |
| ctrl | 01D | ctrl | 92 |
| esc | 001 | esc | 92 |
| esc | 001 | esc | 50 |
| ! | 002 | ! | 42 |
| ~ | 029 | ~ | 55 |
| tab | 00F | tab | 48 |
| caps lock | 03A | caps lock | 50 |
| esc | 001 | esc | 1717 |
| ~ | 029 | ~ | 1710 |
| ! | 002 | ! | 1707 |
| tab | 00F | tab | 1699 |
| caps lock | 03A | caps lock | 1695 |
| C | 02E | C | 1777 |
| ctrl | 01D | ctrl | 12 |
| shift | 02A | shift | 1768 |
| esc | 001 | esc | 74 |
| ! | 002 | ! | 75 |
| ~ | 029 | ~ | 75 |
| tab | 00F | tab | 76 |
| caps lock | 03A | caps lock | 76 |
| c | 02E | c | 76 |
| ctrl | 01D | ctrl | 75 |
| shift | 02A | shift | 75 |
| esc | 001 | esc | 172 |
| shift | 02A | shift | 324 |
| ctrl | 01D | ctrl | 323 |
| esc | 001 | esc | 119 |
| ` | 029 | ` | 334 |
| 1 | 002 | 1 | 334 |
| tab | 00F | tab | 334 |
| caps lock | 03A | caps lock | 334 |
| c | 02E | c | 334 |
| esc | 001 | esc | 40 |
| ~ | 029 | ~ | 41 |
| ! | 002 | ! | 44 |
| tab | 00F | tab | 42 |
| caps lock | 03A | caps lock | 46 |
| c | 02E | c | 45 |
| ctrl | 01D | ctrl | 58 |
| shift | 02A | shift | 52 |
| shift | 02A | shift | 104 |
| esc | 001 | esc | 105 |
| esc | 001 | esc | 105 |
| esc | 001 | esc | 98 |
| esc | 001 | esc | 57 |
| esc | 001 | esc | 104 |
| left windows | 05B | left windows | 167 |
| esc | 001 | esc | 128 |
| esc | 001 | esc | 112 |
| shift | 02A | shift | 112 |
| esc | 001 | esc | 136 |
| esc | 001 | esc | 128 |
| caps lock | 03A | caps lock | 104 |
| ctrl | 01D | ctrl | 104 |
| esc | 001 | esc | 97 |
| esc | 001 | esc | 88 |
| esc | 001 | esc | 72 |
| esc | 001 | esc | 105 |
| up | 048 | up | 120 |
| shift | 02A | shift | 2 |
| alt | 038 | alt | 50 |
| left windows | 05B | left windows | 63 |
| right ctrl | 01D | right ctrl | 69 |
| right shift | 036 | right shift | 71 |
| ctrl | 21D | ctrl | 0 |
| Z | 02C | Z | 75 |
| X | 02D | X | 64 |
| B | 030 | B | 66 |
| N | 031 | N | 68 |
| M | 032 | M | 68 |
| , | 033 | , | 71 |
| ' | 07D | ' | 163 |
| None | 073 | None | 109 |
| ' | 079 | ' | 120 |
| insert | 052 | insert | 93 |
| clear | 04C | clear | 96 |
| right | 04D | right | 94 |
| num lock | 045 | num lock | 91 |
| end | 04F | end | 87 |
| | | 02B | | | 162 |
| down | 050 | down | 82 |
| None | 073 | None | 86 |
| ' | 07D | ' | 79 |
| ' | 079 | ' | 144 |
| shift | 22A | shift | 0 |
| ! | 002 | ! | 334 |
| esc | 001 | esc | 285 |
| ~ | 029 | ~ | 289 |
| tab | 00F | tab | 369 |
| C | 02E | C | 347 |
| caps lock | 03A | caps lock | 393 |
| ctrl | 01D | ctrl | 399 |
| shift | 02A | shift | 495 |
| 5 | 04C | 5 | 264 |
| num lock | 045 | num lock | 215 |
| 1 | 04F | 1 | 236 |
| \ | 02B | \ | 700 |
| ' | 079 | ' | 150 |
| shift | 22A | shift | 1760 |
| left | 04B | left | 1914 |
| None | 073 | None | 758 |
| shift | 22A | shift | 86 |
| `| | 02B | `| | 420 |
| ' | 07D | ' | 526 |
| None | 073 | None | 1193 |
| num lock | 045 | num lock | 2480 |
| shift | 22A | shift | 506 |
| shift | 22A | shift | 143 |
| down | 050 | down | 3125 |
| shift | 22A | shift | 44 |
| shift | 22A | shift | 57 |
| shift | 22A | shift | 28 |
| left | 04B | left | 601 |
| shift | 22A | shift | 627 |
| clear | 04C | clear | 3396 |
| ' | 079 | ' | 695 |
| ' | 07D | ' | 820 |
| None | 073 | None | 3141 |
| insert | 052 | insert | 182 |
| left | 04B | left | 161 |
| | | 02B | | | 80 |
| end | 04F | end | 122 |
| clear | 04C | clear | 51 |
| num lock | 045 | num lock | 37 |
| right | 04D | right | 14 |
| down | 050 | down | 8 |
| left | 04B | left | 1294 |
| clear | 04C | clear | 1187 |
| right | 04D | right | 1157 |
| None | 073 | None | 1160 |
| shift | 22A | shift | 1531 |
| num lock | 045 | num lock | 28 |
| shift | 22A | shift | 11 |
| shift | 22A | shift | 3 |
| ' | 07D | ' | 68 |
| shift | 22A | shift | 37 |
| insert | 052 | insert | 79 |
| shift | 22A | shift | 1 |
| end | 04F | end | 63 |
| shift | 22A | shift | 3 |
| down | 050 | down | 67 |
| ' | 079 | ' | 40 |
| shift | 22A | shift | 19 |
| shift | 22A | shift | 5 |
| shift | 22A | shift | 2 |
| None | 073 | None | 38 |
| shift | 22A | shift | 5 |
| left | 04B | left | 28 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 23 |
| shift | 22A | shift | 2 |
| right | 04D | right | 20 |
| | | 02B | | | 25 |
| insert | 052 | insert | 20 |
| num lock | 045 | num lock | 12 |
| end | 04F | end | 13 |
| down | 050 | down | 9 |
| None | 073 | None | 7 |
| left | 04B | left | 7 |
| clear | 04C | clear | 7 |
| ' | 07D | ' | 8 |
| ' | 079 | ' | 8 |
| | | 02B | | | 17 |
| insert | 052 | insert | 14 |
| end | 04F | end | 12 |
| right | 04D | right | 4 |
| shift | 22A | shift | 53 |
| None | 073 | None | 53 |
| shift | 22A | shift | 34 |
| shift | 22A | shift | 13 |
| shift | 22A | shift | 14 |
| ctrl | 01D | ctrl | 2588 |
| esc | 001 | esc | 2599 |
| ! | 002 | ! | 2614 |
| ~ | 029 | ~ | 2596 |
| tab | 00F | tab | 5191 |
| caps lock | 03A | caps lock | 583 |
| c | 02E | c | 3209 |
| shift | 02A | shift | 3176 |
| 1 | 04F | 1 | 328 |
| ' | 07D | ' | 332 |
| \ | 02B | \ | 147 |
| ' | 079 | ' | 65 |
| num lock | 045 | num lock | 61 |
| 2 | 050 | 2 | 61 |
| None | 073 | None | 42 |
| shift | 22A | shift | 306 |
| shift | 22A | shift | 18 |
| shift | 22A | shift | 9 |
| shift | 22A | shift | 8 |
| insert | 052 | insert | 172 |
| shift | 22A | shift | 9 |
| shift | 22A | shift | 32 |
| end | 04F | end | 209 |
| ' | 07D | ' | 303 |
| shift | 22A | shift | 66 |
| left | 04B | left | 306 |
| shift | 22A | shift | 4 |
| clear | 04C | clear | 299 |
| shift | 22A | shift | 3 |
| right | 04D | right | 260 |
| | | 02B | | | 233 |
| ' | 079 | ' | 95 |
| ctrl | 01D | ctrl | 461 |
| C | 02E | C | 448 |
| ctrl | 01D | ctrl | 494 |
| esc | 001 | esc | 506 |
| ! | 002 | ! | 512 |
| ~ | 029 | ~ | 521 |
| tab | 00F | tab | 522 |
| ' | 07D | ' | 500 |
| left | 04B | left | 498 |
| clear | 04C | clear | 48 |
| right | 04D | right | 61 |
| left | 04B | left | 599 |
| ' | 07D | ' | 678 |
| num lock | 045 | num lock | 159 |
| end | 04F | end | 717 |
| down | 050 | down | 160 |
| | | 02B | | | 573 |
| None | 073 | None | 74 |
| ' | 079 | ' | 61 |
| None | 073 | None | 95 |
| insert | 052 | insert | 18 |
| left | 04B | left | 757 |
| clear | 04C | clear | 288 |
| right | 04D | right | 274 |
| num lock | 045 | num lock | 270 |
| end | 04F | end | 48 |
| | | 02B | | | 51 |
| None | 073 | None | 42 |
| ' | 07D | ' | 41 |
| down | 050 | down | 31 |
| ' | 079 | ' | 10 |
| left | 04B | left | 40 |
| | | 02B | | | 44 |
| ' | 07D | ' | 25 |
| None | 073 | None | 97 |
| shift | 22A | shift | 1264 |
| shift | 22A | shift | 14 |
| None | 073 | None | 858 |
| ' | 079 | ' | 917 |
| shift | 22A | shift | 100 |
| shift | 22A | shift | 8 |
| end | 04F | end | 185 |
| shift | 22A | shift | 2 |
| ! | 002 | ! | 1905 |
| num lock | 045 | num lock | 1317 |
| tab | 00F | tab | 1898 |
| caps lock | 03A | caps lock | 1896 |
| shift | 02A | shift | 1895 |
| c | 02E | c | 1909 |
| ctrl | 01D | ctrl | 1946 |
| esc | 001 | esc | 1942 |
| 0 | 052 | 0 | 34 |
| 1 | 04F | 1 | 35 |
| None | 073 | None | 69 |
| \ | 02B | \ | 85 |
| ' | 07D | ' | 146 |
| shift | 22A | shift | 224 |
| down | 050 | down | 132 |
| ' | 079 | ' | 83 |
| ! | 002 | ! | 77 |
| tab | 00F | tab | 78 |
| `| | 02B | `| | 189 |
| tab | 00F | tab | 92 |
| c | 02E | c | 73 |
| caps lock | 03A | caps lock | 94 |
| shift | 02A | shift | 88 |
| ctrl | 01D | ctrl | 81 |
| esc | 001 | esc | 81 |
| ` | 029 | ` | 112 |
| 1 | 002 | 1 | 123 |
| ' | 07D | ' | 216 |
| None | 073 | None | 236 |
| ' | 079 | ' | 138 |
| insert | 052 | insert | 250 |
| left | 04B | left | 5 |
| num lock | 045 | num lock | 6 |
| right | 04D | right | 60 |
| right | 04D | right | 94 |
| end | 04F | end | 66 |
| ' | 07D | ' | 114 |
| None | 073 | None | 433 |
| shift | 22A | shift | 261 |
| shift | 22A | shift | 6 |
| | | 02B | | | 129 |
| ' | 079 | ' | 109 |
| num lock | 045 | num lock | 89 |
| shift | 22A | shift | 28 |
| shift | 22A | shift | 6 |
| left | 04B | left | 104 |
| shift | 22A | shift | 18 |
| down | 050 | down | 114 |
| shift | 22A | shift | 3 |
| insert | 052 | insert | 77 |
| ' | 07D | ' | 658 |
| None | 073 | None | 979 |
| shift | 22A | shift | 35 |
| clear | 04C | clear | 757 |
| 0 | 052 | 0 | 894 |
| 4 | 04B | 4 | 970 |
| 5 | 04C | 5 | 1177 |
| 6 | 04D | 6 | 1177 |
| num lock | 045 | num lock | 15 |
| end | 04F | end | 16 |
| ' | 07D | ' | 20 |
| \ | 02B | \ | 21 |
| down | 050 | down | 26 |
| None | 073 | None | 34 |
| ' | 079 | ' | 36 |
| insert | 052 | insert | 37 |
| left | 04B | left | 25 |
| clear | 04C | clear | 20 |
| ' | 07D | ' | 26 |
| num lock | 045 | num lock | 29 |
| 1 | 04F | 1 | 28 |
| 2 | 050 | 2 | 27 |
| \ | 02B | \ | 27 |
| None | 073 | None | 30 |
| 0 | 052 | 0 | 28 |
| left | 04B | left | 18 |
| clear | 04C | clear | 18 |
| right | 04D | right | 19 |
| ' | 079 | ' | 21 |
| num lock | 045 | num lock | 25 |
| ' | 07D | ' | 19 |
| None | 073 | None | 16 |
| end | 04F | end | 30 |
| \ | 02B | \ | 25 |
| down | 050 | down | 21 |
| left | 04B | left | 27 |
| ' | 079 | ' | 31 |
| 0 | 052 | 0 | 28 |
| 5 | 04C | 5 | 32 |
| num lock | 045 | num lock | 32 |
| None | 073 | None | 25 |
| ' | 07D | ' | 25 |
| shift | 02A | shift | 1461 |
| c | 02E | c | 1428 |
| ctrl | 01D | ctrl | 1423 |
| esc | 001 | esc | 1465 |
| ` | 029 | ` | 1464 |
| 1 | 002 | 1 | 1459 |
| tab | 00F | tab | 1491 |
| caps lock | 03A | caps lock | 1487 |
| 6 | 04D | 6 | 45 |
| 4 | 04B | 4 | 40 |
| 1 | 04F | 1 | 40 |
| \ | 02B | \ | 38 |
| 2 | 050 | 2 | 20 |
| shift | 22A | shift | 832 |
| clear | 04C | clear | 36 |
| ' | 079 | ' | 39 |
| shift | 22A | shift | 6 |
| insert | 052 | insert | 38 |
| None | 073 | None | 41 |
| shift | 22A | shift | 5 |
| shift | 22A | shift | 3 |
| ' | 07D | ' | 27 |
| shift | 22A | shift | 10 |
| left | 04B | left | 22 |
| shift | 22A | shift | 2 |
| right | 04D | right | 19 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 2 |
| | | 02B | | | 36 |
| ' | 079 | ' | 29 |
| insert | 052 | insert | 27 |
| clear | 04C | clear | 21 |
| num lock | 045 | num lock | 16 |
| None | 073 | None | 12 |
| end | 04F | end | 14 |
| down | 050 | down | 25 |
| ' | 07D | ' | 34 |
| left | 04B | left | 10 |
| right | 04D | right | 13 |
| ' | 079 | ' | 12 |
| shift | 22A | shift | 83 |
| `| | 02B | `| | 38 |
| shift | 22A | shift | 27 |
| insert | 052 | insert | 63 |
| shift | 22A | shift | 3 |
| clear | 04C | clear | 69 |
| None | 073 | None | 72 |
| num lock | 045 | num lock | 73 |
| shift | 22A | shift | 8 |
| shift | 22A | shift | 2 |
| end | 04F | end | 81 |
| shift | 22A | shift | 5 |
| ' | 07D | ' | 49 |
| shift | 22A | shift | 12 |
| left | 04B | left | 51 |
| shift | 22A | shift | 3 |
| down | 050 | down | 25 |
| shift | 22A | shift | 2 |
| ' | 079 | ' | 36 |
| shift | 22A | shift | 18 |
| right | 04D | right | 23 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 3 |
| ctrl | 01D | ctrl | 355 |
| esc | 001 | esc | 356 |
| shift | 22A | shift | 17 |
| end | 04F | end | 200 |
| `| | 02B | `| | 75 |
| shift | 22A | shift | 13 |
| ' | 079 | ' | 37 |
| shift | 02A | shift | 400 |
| None | 073 | None | 38 |
| 0 | 052 | 0 | 69 |
| 5 | 04C | 5 | 66 |
| 1 | 04F | 1 | 10 |
| ' | 07D | ' | 14 |
| right | 04D | right | 113 |
| ' | 07D | ' | 24 |
| num lock | 045 | num lock | 34 |
| left | 04B | left | 40 |
| ' | 079 | ' | 33 |
| None | 073 | None | 26 |
| right | 04D | right | 28 |
| | | 02B | | | 21 |
| down | 050 | down | 17 |
| shift | 22A | shift | 101 |
| shift | 22A | shift | 3 |
| insert | 052 | insert | 32 |
| shift | 22A | shift | 4 |
| clear | 04C | clear | 39 |
| ' | 07D | ' | 44 |
| shift | 22A | shift | 10 |
| shift | 22A | shift | 10 |
| left | 04B | left | 67 |
| shift | 22A | shift | 5 |
| end | 04F | end | 76 |
| ' | 079 | ' | 60 |
| shift | 22A | shift | 12 |
| right | 04D | right | 54 |
| shift | 22A | shift | 3 |
| shift | 22A | shift | 5 |
| left | 04B | left | 877 |
| shift | 22A | shift | 767 |
| insert | 052 | insert | 774 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 2 |
| clear | 04C | clear | 769 |
| shift | 22A | shift | 1 |
| right | 04D | right | 851 |
| shift | 22A | shift | 8 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 1 |
| left | 04B | left | 31 |
| shift | 22A | shift | 9 |
| end | 04F | end | 24 |
| shift | 22A | shift | 14 |
| down | 050 | down | 43 |
| shift | 22A | shift | 4 |
| insert | 052 | insert | 858 |
| shift | 02A | shift | 100 |
| ctrl | 01D | ctrl | 1470 |
| esc | 001 | esc | 1468 |
| ` | 029 | ` | 123 |
| 1 | 002 | 1 | 1038 |
| tab | 00F | tab | 1039 |
| caps lock | 03A | caps lock | 114 |
| \ | 02B | \ | 1018 |
| \ | 02B | \ | 1023 |
| 0 | 052 | 0 | 886 |
| 5 | 04C | 5 | 874 |
| 4 | 04B | 4 | 112 |
| 4 | 04B | 4 | 115 |
| 5 | 04C | 5 | 889 |
| 6 | 04D | 6 | 26 |
| num lock | 045 | num lock | 114 |
| ' | 07D | ' | 17 |
| None | 073 | None | 16 |
| shift | 22A | shift | 82 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 2 |
| insert | 052 | insert | 49 |
| | | 02B | | | 23 |
| shift | 22A | shift | 3 |
| end | 04F | end | 22 |
| shift | 22A | shift | 2 |
| down | 050 | down | 19 |
| | | 02B | | | 34 |
| shift | 22A | shift | 2 |
| tab | 00F | tab | 4 |
| caps lock | 03A | caps lock | 6 |
| C | 02E | C | 61 |
| ctrl | 01D | ctrl | 60 |
| shift | 02A | shift | 15 |
| 4 | 04B | 4 | 20 |
| num lock | 045 | num lock | 205 |
| None | 073 | None | 104 |
| 0 | 052 | 0 | 5 |
| 6 | 04D | 6 | 127 |
| num lock | 045 | num lock | 214 |
| 1 | 002 | 1 | 28 |
| tab | 00F | tab | 34 |
| caps lock | 03A | caps lock | 37 |
| c | 02E | c | 93 |
| shift | 02A | shift | 47 |
| 1 | 04F | 1 | 88 |
| 2 | 050 | 2 | 27 |
| None | 073 | None | 41 |
| \ | 02B | \ | 23 |
| ' | 07D | ' | 28 |
| esc | 001 | esc | 18 |
| shift | 22A | shift | 111 |
| left | 04B | left | 38 |
| num lock | 045 | num lock | 9 |
| c | 02E | c | 59 |
| c | 02E | c | 66 |
| shift | 02A | shift | 64 |
| ctrl | 01D | ctrl | 106 |
| insert | 052 | insert | 28 |
| ` | 029 | ` | 89 |
| \ | 02B | \ | 134 |
| ' | 079 | ' | 137 |
| end | 04F | end | 56 |
| 1 | 002 | 1 | 200 |
| tab | 00F | tab | 119 |
| caps lock | 03A | caps lock | 113 |
| \ | 02B | \ | 163 |
| num lock | 045 | num lock | 18 |
| None | 073 | None | 88 |
| shift | 22A | shift | 128 |
| ' | 07D | ' | 39 |
| None | 073 | None | 134 |
| caps lock | 03A | caps lock | 70 |
| ! | 002 | ! | 38 |
| tab | 00F | tab | 34 |
| C | 02E | C | 87 |
| shift | 02A | shift | 80 |
| esc | 001 | esc | 50 |
| end | 04F | end | 192 |
| ' | 079 | ' | 280 |
| num lock | 045 | num lock | 55 |
| down | 050 | down | 49 |
| \ | 02B | \ | 46 |
| ctrl | 01D | ctrl | 113 |
| ` | 029 | ` | 107 |
| None | 073 | None | 33 |
| left | 04B | left | 25 |
| clear | 04C | clear | 24 |
| right | 04D | right | 29 |
| caps lock | 03A | caps lock | 35 |
| insert | 052 | insert | 39 |
| ' | 07D | ' | 34 |
| ' | 079 | ' | 35 |
| | | 02B | | | 17 |
| None | 073 | None | 19 |
| num lock | 045 | num lock | 21 |
| left | 04B | left | 19 |
| end | 04F | end | 18 |
| down | 050 | down | 14 |
| insert | 052 | insert | 7 |
| None | 073 | None | 48 |
| shift | 22A | shift | 204 |
| ' | 07D | ' | 94 |
| shift | 22A | shift | 17 |
| None | 073 | None | 88 |
| | | 02B | | | 39 |
| shift | 22A | shift | 17 |
| shift | 22A | shift | 4 |
| ctrl | 01D | ctrl | 138 |
| esc | 001 | esc | 44 |
| ! | 002 | ! | 174 |
| ~ | 029 | ~ | 151 |
| tab | 00F | tab | 179 |
| C | 02E | C | 185 |
| caps lock | 03A | caps lock | 122 |
| shift | 02A | shift | 189 |
| ' | 07D | ' | 186 |
| ' | 079 | ' | 102 |
| esc | 001 | esc | 82 |
| 2 | 050 | 2 | 57 |
| 0 | 052 | 0 | 131 |
| `| | 02B | `| | 68 |
| None | 073 | None | 68 |
| shift | 22A | shift | 172 |
| shift | 22A | shift | 23 |
| shift | 22A | shift | 11 |
| shift | 22A | shift | 35 |
| num lock | 045 | num lock | 199 |
| shift | 22A | shift | 28 |
| left | 04B | left | 180 |
| shift | 22A | shift | 5 |
| clear | 04C | clear | 145 |
| caps lock | 03A | caps lock | 313 |
| shift | 22A | shift | 14 |
| c | 02E | c | 318 |
| ctrl | 01D | ctrl | 379 |
| shift | 02A | shift | 350 |
| 1 | 002 | 1 | 382 |
| esc | 001 | esc | 399 |
| ` | 029 | ` | 399 |
| esc | 001 | esc | 413 |
| ' | 079 | ' | 250 |
| left | 04B | left | 355 |
| insert | 052 | insert | 135 |
| clear | 04C | clear | 315 |
| num lock | 045 | num lock | 418 |
| down | 050 | down | 250 |
| end | 04F | end | 312 |
| \ | 02B | \ | 524 |
| None | 073 | None | 28 |
| esc | 001 | esc | 50 |
| ! | 002 | ! | 61 |
| ~ | 029 | ~ | 58 |
| tab | 00F | tab | 56 |
| C | 02E | C | 101 |
| caps lock | 03A | caps lock | 99 |
| shift | 02A | shift | 121 |
| ctrl | 01D | ctrl | 105 |
| ' | 07D | ' | 73 |
| right | 04D | right | 71 |
| 0 | 052 | 0 | 27 |
| num lock | 045 | num lock | 28 |
| shift | 22A | shift | 374 |
| end | 04F | end | 62 |
| shift | 22A | shift | 5 |
| down | 050 | down | 68 |
| `| | 02B | `| | 81 |
| shift | 22A | shift | 17 |
| shift | 22A | shift | 4 |
| ' | 079 | ' | 105 |
| None | 073 | None | 92 |
| shift | 22A | shift | 10 |
| left | 04B | left | 30 |
| shift | 22A | shift | 3 |
| clear | 04C | clear | 29 |
| tab | 00F | tab | 119 |
| c | 02E | c | 122 |
| caps lock | 03A | caps lock | 156 |
| shift | 02A | shift | 177 |
| ctrl | 01D | ctrl | 166 |
| esc | 001 | esc | 230 |
| ` | 029 | ` | 231 |
| 1 | 002 | 1 | 245 |
| ctrl | 01D | ctrl | 24 |
| shift | 02A | shift | 30 |
| esc | 001 | esc | 63 |
| 1 | 002 | 1 | 62 |
| ` | 029 | ` | 34 |
| caps lock | 03A | caps lock | 32 |
| tab | 00F | tab | 39 |
| c | 02E | c | 37 |
| esc | 001 | esc | 36 |
| ~ | 029 | ~ | 33 |
| ! | 002 | ! | 41 |
| caps lock | 03A | caps lock | 35 |
| tab | 00F | tab | 116 |
| shift | 02A | shift | 151 |
| C | 02E | C | 116 |
| ctrl | 01D | ctrl | 152 |
| tab | 00F | tab | 135 |
| caps lock | 03A | caps lock | 143 |
| C | 02E | C | 135 |
| shift | 02A | shift | 140 |
| ctrl | 01D | ctrl | 136 |
| esc | 001 | esc | 162 |
| ` | 029 | ` | 159 |
| 1 | 002 | 1 | 165 |
| ! | 002 | ! | 34 |
| tab | 00F | tab | 65 |
| caps lock | 03A | caps lock | 71 |
| c | 02E | c | 73 |
| shift | 02A | shift | 79 |
| esc | 001 | esc | 74 |
| ` | 029 | ` | 74 |
| ctrl | 01D | ctrl | 90 |
| ! | 002 | ! | 53 |
| ~ | 029 | ~ | 26 |
| tab | 00F | tab | 50 |
| caps lock | 03A | caps lock | 48 |
| shift | 02A | shift | 44 |
| c | 02E | c | 44 |
| ctrl | 01D | ctrl | 38 |
| esc | 001 | esc | 49 |
| esc | 001 | esc | 7 |
| ~ | 029 | ~ | 59 |
| ! | 002 | ! | 89 |
| tab | 00F | tab | 104 |
| caps lock | 03A | caps lock | 104 |
| shift | 02A | shift | 163 |
| C | 02E | C | 190 |
| ctrl | 01D | ctrl | 258 |
| esc | 001 | esc | 103 |
| ~ | 029 | ~ | 87 |
| ! | 002 | ! | 127 |
| tab | 00F | tab | 90 |
| C | 02E | C | 116 |
| caps lock | 03A | caps lock | 106 |
| shift | 02A | shift | 98 |
| ctrl | 01D | ctrl | 129 |
| esc | 001 | esc | 46 |
| ~ | 029 | ~ | 41 |
| tab | 00F | tab | 62 |
| caps lock | 03A | caps lock | 62 |
| c | 02E | c | 63 |
| shift | 02A | shift | 86 |
| ctrl | 01D | ctrl | 104 |
| 1 | 002 | 1 | 139 |
| esc | 001 | esc | 54 |
| ~ | 029 | ~ | 40 |
| ! | 002 | ! | 15 |
| tab | 00F | tab | 42 |
| caps lock | 03A | caps lock | 37 |
| C | 02E | C | 45 |
| shift | 02A | shift | 41 |
| ctrl | 01D | ctrl | 33 |
| shift | 02A | shift | 1 |
| ctrl | 01D | ctrl | 4 |
| C | 02E | C | 12 |
| caps lock | 03A | caps lock | 24 |
| tab | 00F | tab | 34 |
| 1 | 002 | 1 | 41 |
| ` | 029 | ` | 44 |
| esc | 001 | esc | 59 |
| shift | 02A | shift | 48 |
| ctrl | 01D | ctrl | 64 |
| 1 | 002 | 1 | 94 |
| tab | 00F | tab | 95 |
| caps lock | 03A | caps lock | 90 |
| C | 02E | C | 85 |
| esc | 001 | esc | 112 |
| ` | 029 | ` | 113 |
| tab | 00F | tab | 15 |
| ctrl | 01D | ctrl | 55 |
| shift | 02A | shift | 66 |
| 1 | 002 | 1 | 68 |
| caps lock | 03A | caps lock | 69 |
| esc | 001 | esc | 32 |
| ~ | 029 | ~ | 31 |
| c | 02E | c | 31 |
| tab | 00F | tab | 21 |
| caps lock | 03A | caps lock | 17 |
| ctrl | 01D | ctrl | 24 |
| shift | 02A | shift | 43 |
| 1 | 002 | 1 | 30 |
| ctrl | 01D | ctrl | 15 |
| shift | 02A | shift | 30 |
| c | 02E | c | 42 |
| 1 | 002 | 1 | 33 |
| esc | 001 | esc | 46 |
| tab | 00F | tab | 44 |
| ` | 029 | ` | 50 |
| caps lock | 03A | caps lock | 51 |
| esc | 001 | esc | 27 |
| ! | 002 | ! | 60 |
| tab | 00F | tab | 160 |
| caps lock | 03A | caps lock | 135 |
| esc | 001 | esc | 1635 |
| ~ | 029 | ~ | 1674 |
| ! | 002 | ! | 1720 |
| tab | 00F | tab | 1816 |
| caps lock | 03A | caps lock | 1786 |
| C | 02E | C | 1748 |
| ctrl | 01D | ctrl | 1745 |
| shift | 02A | shift | 1776 |
| ! | 002 | ! | 30 |
| ~ | 029 | ~ | 43 |
| tab | 00F | tab | 38 |
| caps lock | 03A | caps lock | 34 |
| c | 02E | c | 25 |
| shift | 02A | shift | 33 |
| ctrl | 01D | ctrl | 22 |
| esc | 001 | esc | 58 |
| esc | 001 | esc | 13 |
| caps lock | 03A | caps lock | 109 |
| esc | 001 | esc | 137 |
| tab | 00F | tab | 232 |
| ! | 002 | ! | 250 |
| ~ | 029 | ~ | 245 |
| caps lock | 03A | caps lock | 94 |
| shift | 02A | shift | 248 |
| C | 02E | C | 244 |
| ctrl | 01D | ctrl | 233 |
| esc | 001 | esc | 57 |
| tab | 00F | tab | 60 |
| ~ | 029 | ~ | 39 |
| ! | 002 | ! | 46 |
| caps lock | 03A | caps lock | 39 |
| C | 02E | C | 40 |
| shift | 02A | shift | 38 |
| ctrl | 01D | ctrl | 35 |
| esc | 001 | esc | 30 |
| tab | 00F | tab | 32 |
| ! | 002 | ! | 29 |
| ~ | 029 | ~ | 42 |
| c | 02E | c | 30 |
| caps lock | 03A | caps lock | 43 |
| shift | 02A | shift | 45 |
| ctrl | 01D | ctrl | 46 |
| esc | 001 | esc | 53 |
| C | 02E | C | 28 |
| shift | 02A | shift | 51 |
| ctrl | 01D | ctrl | 45 |
| ` | 029 | ` | 75 |
| 1 | 002 | 1 | 84 |
| tab | 00F | tab | 92 |
| caps lock | 03A | caps lock | 77 |
| esc | 001 | esc | 77 |
| ~ | 029 | ~ | 91 |
| ! | 002 | ! | 92 |
| ctrl | 01D | ctrl | 104 |
| tab | 00F | tab | 596 |
| caps lock | 03A | caps lock | 594 |
| C | 02E | C | 590 |
| shift | 02A | shift | 621 |
| ctrl | 01D | ctrl | 490 |
| ` | 029 | ` | 519 |
| ! | 002 | ! | 59 |
| tab | 00F | tab | 62 |
| caps lock | 03A | caps lock | 61 |
| shift | 02A | shift | 51 |
| C | 02E | C | 56 |
| ctrl | 01D | ctrl | 54 |
| esc | 001 | esc | 147 |
| ~ | 029 | ~ | 86 |
| ! | 002 | ! | 23 |
| tab | 00F | tab | 19 |
| caps lock | 03A | caps lock | 16 |
| C | 02E | C | 10 |
| shift | 02A | shift | 15 |
| ctrl | 01D | ctrl | 8 |
| esc | 001 | esc | 105 |
| ~ | 029 | ~ | 105 |
| c | 02E | c | 114 |
| ! | 002 | ! | 117 |
| tab | 00F | tab | 116 |
| caps lock | 03A | caps lock | 116 |
| ctrl | 01D | ctrl | 125 |
| shift | 02A | shift | 126 |
| caps lock | 03A | caps lock | 394 |
| esc | 001 | esc | 459 |
| ~ | 029 | ~ | 452 |
| ! | 002 | ! | 445 |
| tab | 00F | tab | 445 |
| c | 02E | c | 450 |
| shift | 02A | shift | 436 |
| ctrl | 01D | ctrl | 436 |
| caps lock | 03A | caps lock | 84 |
| esc | 001 | esc | 27 |
