| Key | SC Code | Description | Duration (ms) |
| clear | 04C | clear | 20 |
| shift | 22A | shift | 1 |
| None | 073 | None | 26 |
| shift | 22A | shift | 6 |
| shift | 22A | shift | 1 |
| end | 04F | end | 27 |
| ¦ | 02B | ¦ | 28 |
| shift | 22A | shift | 7 |
| down | 050 | down | 25 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 0 |
| right | 04D | right | 26 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| left | 04B | left | 22 |
| clear | 04C | clear | 22 |
| insert | 052 | insert | 24 |
| num lock | 045 | num lock | 24 |
| None | 073 | None | 27 |
| ' | 07D | ' | 27 |
| ' | 079 | ' | 27 |
| end | 04F | end | 26 |
| ¦ | 02B | ¦ | 25 |
| right | 04D | right | 29 |
| down | 050 | down | 31 |
| shift | 22A | shift | 262 |
| left | 04B | left | 175 |
| shift | 22A | shift | 1 |
| insert | 052 | insert | 37 |
| None | 073 | None | 38 |
| ' | 07D | ' | 36 |
| ' | 079 | ' | 35 |
| shift | 22A | shift | 6 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 0 |
| clear | 04C | clear | 38 |
| num lock | 045 | num lock | 35 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| end | 04F | end | 30 |
| shift | 22A | shift | 2 |
| down | 050 | down | 31 |
| shift | 22A | shift | 1 |
| right | 04D | right | 28 |
| shift | 22A | shift | 20 |
| shift | 22A | shift | 4 |
| shift | 22A | shift | 3 |
| ¦ | 02B | ¦ | 57 |
| ' | 07D | ' | 53 |
| None | 073 | None | 57 |
| ' | 079 | ' | 55 |
| insert | 052 | insert | 42 |
| left | 04B | left | 32 |
| clear | 04C | clear | 25 |
| num lock | 045 | num lock | 13 |
| end | 04F | end | 15 |
| right | 04D | right | 28 |
| None | 073 | None | 26 |
| ' | 07D | ' | 28 |
| ' | 079 | ' | 32 |
| ¦ | 02B | ¦ | 24 |
| shift | 22A | shift | 118 |
| insert | 052 | insert | 33 |
| shift | 22A | shift | 19 |
| left | 04B | left | 28 |
| num lock | 045 | num lock | 29 |
| ¦ | 02B | ¦ | 25 |
| shift | 22A | shift | 19 |
| ' | 07D | ' | 20 |
| None | 073 | None | 22 |
| ' | 079 | ' | 25 |
| shift | 22A | shift | 25 |
| clear | 04C | clear | 31 |
| num lock | 045 | num lock | 161 |
| ¦ | 02B | ¦ | 31 |
| ' | 07D | ' | 32 |
| end | 04F | end | 31 |
| down | 050 | down | 33 |
| None | 073 | None | 32 |
| ' | 079 | ' | 33 |
| left | 04B | left | 32 |
| insert | 052 | insert | 35 |
| shift | 22A | shift | 248 |
| clear | 04C | clear | 23 |
| shift | 22A | shift | 1 |
| right | 04D | right | 24 |
| num lock | 045 | num lock | 25 |
| shift | 22A | shift | 15 |
| shift | 22A | shift | 3 |
| ¦ | 02B | ¦ | 21 |
| shift | 22A | shift | 3 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 3 |
| end | 04F | end | 32 |
| None | 073 | None | 30 |
| shift | 22A | shift | 5 |
| down | 050 | down | 31 |
| shift | 22A | shift | 5 |
| left | 04B | left | 34 |
| shift | 22A | shift | 6 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| insert | 052 | insert | 60 |
| ' | 07D | ' | 64 |
| ' | 079 | ' | 62 |
| clear | 04C | clear | 26 |
| right | 04D | right | 21 |
| num lock | 045 | num lock | 5 |
| ¦ | 02B | ¦ | 9 |
| None | 073 | None | 8 |
| end | 04F | end | 23 |
| down | 050 | down | 24 |
| insert | 052 | insert | 38 |
| left | 04B | left | 41 |
| clear | 04C | clear | 42 |
| right | 04D | right | 42 |
| ' | 07D | ' | 28 |
| ' | 079 | ' | 11 |
| num lock | 045 | num lock | 16 |
| shift | 22A | shift | 101 |
| shift | 22A | shift | 3 |
| None | 073 | None | 23 |
| shift | 22A | shift | 4 |
| end | 04F | end | 22 |
| ¦ | 02B | ¦ | 29 |
| shift | 22A | shift | 9 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| down | 050 | down | 38 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 0 |
| shift | 22A | shift | 1 |
| left | 04B | left | 23 |
| shift | 22A | shift | 3 |
| insert | 052 | insert | 27 |
| shift | 22A | shift | 0 |
| clear | 04C | clear | 15 |
| ¢ | 02E | ¢ | 12255 |
| shift | 02A | shift | 12253 |
| ctrl | 01D | ctrl | 12254 |
| esc | 001 | esc | 12253 |
| ` | 029 | ` | 12259 |
| ¡ | 002 | ¡ | 12261 |
| tab | 00F | tab | 12261 |
| caps lock | 03A | caps lock | 12259 |
| 6 | 04D | 6 | 20 |
| ' | 07D | ' | 28 |
| ' | 079 | ' | 29 |
| None | 073 | None | 31 |
| num lock | 045 | num lock | 34 |
| end | 04F | end | 36 |
| down | 050 | down | 191 |
| ¦ | 02B | ¦ | 191 |
| insert | 052 | insert | 190 |
| left | 04B | left | 36 |
| clear | 04C | clear | 40 |
| right | 04D | right | 34 |
| ' | 07D | ' | 31 |
| ' | 079 | ' | 33 |
| None | 073 | None | 22 |
| shift | 22A | shift | 313 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 0 |
| shift | 22A | shift | 1 |
| num lock | 045 | num lock | 43 |
| shift | 22A | shift | 22 |
| shift | 22A | shift | 4 |
| left | 04B | left | 67 |
| shift | 22A | shift | 6 |
| clear | 04C | clear | 86 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 5 |
| end | 04F | end | 107 |
| shift | 22A | shift | 3 |
| down | 050 | down | 108 |
| ¦ | 02B | ¦ | 103 |
| shift | 22A | shift | 6 |
| right | 04D | right | 79 |
| shift | 22A | shift | 11 |
| insert | 052 | insert | 51 |
| None | 073 | None | 53 |
| ' | 07D | ' | 22 |
| ' | 079 | ' | 20 |
| num lock | 045 | num lock | 17 |
| end | 04F | end | 17 |
| down | 050 | down | 17 |
| ¦ | 02B | ¦ | 18 |
| left | 04B | left | 8 |
| clear | 04C | clear | 5 |
| None | 073 | None | 3 |
| insert | 052 | insert | 4 |
| right | 04D | right | 4 |
| num lock | 045 | num lock | 3 |
| ' | 07D | ' | 3 |
| shift | 22A | shift | 57 |
| ' | 079 | ' | 8 |
| shift | 22A | shift | 5 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| ¦ | 02B | ¦ | 31 |
| shift | 22A | shift | 4 |
| end | 04F | end | 36 |
| None | 073 | None | 37 |
| shift | 22A | shift | 14 |
| shift | 22A | shift | 0 |
| left | 04B | left | 60 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 60 |
| shift | 22A | shift | 2 |
| right | 04D | right | 65 |
| down | 050 | down | 69 |
| insert | 052 | insert | 33 |
| num lock | 045 | num lock | 14 |
| esc | 001 | esc | 421 |
| ` | 029 | ` | 422 |
| ctrl | 01D | ctrl | 577 |
| ' | 07D | ' | 15 |
| ' | 079 | ' | 4 |
| None | 073 | None | 3 |
| ¦ | 02B | ¦ | 4 |
| end | 04F | end | 8 |
| shift | 22A | shift | 51 |
| insert | 052 | insert | 19 |
| shift | 22A | shift | 1 |
| down | 050 | down | 28 |
| shift | 22A | shift | 4 |
| left | 04B | left | 30 |
| shift | 22A | shift | 3 |
| clear | 04C | clear | 35 |
| shift | 22A | shift | 4 |
| right | 04D | right | 38 |
| num lock | 045 | num lock | 42 |
| ' | 07D | ' | 29 |
| ' | 079 | ' | 33 |
| shift | 22A | shift | 17 |
| None | 073 | None | 30 |
| shift | 22A | shift | 21 |
| shift | 22A | shift | 3 |
| end | 04F | end | 41 |
| shift | 22A | shift | 1 |
| ¦ | 02B | ¦ | 169 |
| shift | 22A | shift | 2 |
| insert | 052 | insert | 156 |
| left | 04B | left | 33 |
| num lock | 045 | num lock | 29 |
| down | 050 | down | 29 |
| None | 073 | None | 29 |
| ' | 07D | ' | 28 |
| clear | 04C | clear | 30 |
| ¦ | 02B | ¦ | 30 |
| insert | 052 | insert | 34 |
| end | 04F | end | 28 |
| ' | 079 | ' | 25 |
| shift | 22A | shift | 106 |
| shift | 22A | shift | 16 |
| left | 04B | left | 33 |
| shift | 22A | shift | 9 |
| right | 04D | right | 60 |
| num lock | 045 | num lock | 66 |
| shift | 22A | shift | 5 |
| down | 050 | down | 64 |
| None | 073 | None | 64 |
| shift | 22A | shift | 3 |
| esc | 001 | esc | 443 |
| ¹ | 002 | ¹ | 880 |
| ` | 029 | ` | 443 |
| tab | 00F | tab | 879 |
| caps lock | 03A | caps lock | 879 |
| shift | 02A | shift | 1026 |
| © | 02E | © | 1037 |
| ctrl | 01D | ctrl | 447 |
| ¬ | 02B | ¬ | 18 |
| 1 | 04F | 1 | 15 |
| ' | 07D | ' | 9 |
| ' | 079 | ' | 11 |
| insert | 052 | insert | 29 |
| left | 04B | left | 63 |
| clear | 04C | clear | 64 |
| None | 073 | None | 65 |
| num lock | 045 | num lock | 63 |
| right | 04D | right | 56 |
| end | 04F | end | 3 |
| down | 050 | down | 3 |
| ¦ | 02B | ¦ | 6 |
| ' | 07D | ' | 15 |
| None | 073 | None | 25 |
| ' | 079 | ' | 25 |
| shift | 22A | shift | 169 |
| insert | 052 | insert | 26 |
| shift | 22A | shift | 1 |
| left | 04B | left | 31 |
| shift | 22A | shift | 13 |
| clear | 04C | clear | 27 |
| shift | 22A | shift | 1 |
| right | 04D | right | 27 |
| num lock | 045 | num lock | 26 |
| shift | 22A | shift | 6 |
| ' | 07D | ' | 25 |
| shift | 22A | shift | 2 |
| None | 073 | None | 24 |
| shift | 22A | shift | 21 |
| end | 04F | end | 25 |
| shift | 22A | shift | 4 |
| down | 050 | down | 37 |
| ¦ | 02B | ¦ | 43 |
| ' | 079 | ' | 36 |
| shift | 22A | shift | 7 |
| shift | 22A | shift | 7 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| insert | 052 | insert | 171 |
| shift | 22A | shift | 3 |
| ' | 07D | ' | 31 |
| left | 04B | left | 37 |
| clear | 04C | clear | 32 |
| None | 073 | None | 32 |
| right | 04D | right | 33 |
| ¦ | 02B | ¦ | 31 |
| num lock | 045 | num lock | 36 |
| end | 04F | end | 37 |
| ' | 079 | ' | 31 |
| down | 050 | down | 28 |
| caps lock | 03A | caps lock | 455 |
| ¢ | 02E | ¢ | 456 |
| shift | 02A | shift | 458 |
| ctrl | 01D | ctrl | 476 |
| esc | 001 | esc | 511 |
| ` | 029 | ` | 505 |
| ¡ | 002 | ¡ | 528 |
| tab | 00F | tab | 524 |
| insert | 052 | insert | 84 |
| left | 04B | left | 24 |
| clear | 04C | clear | 21 |
| ¬ | 02B | ¬ | 17 |
| None | 073 | None | 8 |
| ' | 07D | ' | 8 |
| 6 | 04D | 6 | 17 |
| num lock | 045 | num lock | 35 |
| ' | 079 | ' | 62 |
| shift | 22A | shift | 260 |
| shift | 22A | shift | 12 |
| shift | 22A | shift | 4 |
| shift | 22A | shift | 4 |
| insert | 052 | insert | 44 |
| ¦ | 02B | ¦ | 30 |
| shift | 22A | shift | 4 |
| shift | 22A | shift | 2 |
| left | 04B | left | 34 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 31 |
| None | 073 | None | 30 |
| right | 04D | right | 17 |
| end | 04F | end | 8 |
| down | 050 | down | 7 |
| num lock | 045 | num lock | 7 |
| ' | 07D | ' | 7 |
| ' | 079 | ' | 7 |
| insert | 052 | insert | 4 |
| ¦ | 02B | ¦ | 3 |
| left | 04B | left | 3 |
| None | 073 | None | 4 |
| shift | 22A | shift | 20 |
| end | 04F | end | 5 |
| shift | 22A | shift | 1 |
| down | 050 | down | 5 |
| esc | 001 | esc | 169 |
| ` | 029 | ` | 169 |
| ¹ | 002 | ¹ | 171 |
| tab | 00F | tab | 169 |
| caps lock | 03A | caps lock | 167 |
| shift | 02A | shift | 163 |
| © | 02E | © | 164 |
| ctrl | 01D | ctrl | 176 |
| num lock | 045 | num lock | 13 |
| ' | 07D | ' | 9 |
| ' | 079 | ' | 11 |
| ¬ | 02B | ¬ | 32 |
| shift | 22A | shift | 72 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| None | 073 | None | 189 |
| end | 04F | end | 156 |
| left | 04B | left | 154 |
| clear | 04C | clear | 149 |
| down | 050 | down | 150 |
| num lock | 045 | num lock | 34 |
| right | 04D | right | 30 |
| ' | 07D | ' | 26 |
| ' | 079 | ' | 29 |
| ¦ | 02B | ¦ | 25 |
| None | 073 | None | 32 |
| shift | 22A | shift | 113 |
| insert | 052 | insert | 26 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 11 |
| num lock | 045 | num lock | 56 |
| shift | 22A | shift | 9 |
| ' | 07D | ' | 55 |
| shift | 22A | shift | 3 |
| shift | 22A | shift | 6 |
| shift | 22A | shift | 1 |
| end | 04F | end | 70 |
| shift | 22A | shift | 1 |
| down | 050 | down | 51 |
| ¦ | 02B | ¦ | 47 |
| ' | 079 | ' | 45 |
| shift | 22A | shift | 5 |
| left | 04B | left | 46 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 40 |
| shift | 22A | shift | 1 |
| right | 04D | right | 26 |
| shift | 22A | shift | 0 |
| None | 073 | None | 16 |
| insert | 052 | insert | 4 |
| num lock | 045 | num lock | 5 |
| ' | 07D | ' | 8 |
| end | 04F | end | 13 |
| ¦ | 02B | ¦ | 32 |
| down | 050 | down | 44 |
| None | 073 | None | 40 |
| ' | 079 | ' | 17 |
| shift | 22A | shift | 68 |
| num lock | 045 | num lock | 14 |
| shift | 22A | shift | 3 |
| shift | 22A | shift | 2 |
| left | 04B | left | 13 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 4 |
| end | 04F | end | 20 |
| ' | 07D | ' | 24 |
| shift | 22A | shift | 5 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 30 |
| ¦ | 02B | ¦ | 32 |
| insert | 052 | insert | 21 |
| right | 04D | right | 20 |
| None | 073 | None | 21 |
| num lock | 045 | num lock | 20 |
| down | 050 | down | 23 |
| ' | 079 | ' | 32 |
| left | 04B | left | 177 |
| clear | 04C | clear | 177 |
| end | 04F | end | 178 |
| ' | 07D | ' | 176 |
| ¦ | 02B | ¦ | 27 |
| right | 04D | right | 26 |
| shift | 22A | shift | 272 |
| None | 073 | None | 31 |
| shift | 22A | shift | 3 |
| down | 050 | down | 31 |
| shift | 22A | shift | 1 |
| ' | 079 | ' | 30 |
| shift | 22A | shift | 5 |
| num lock | 045 | num lock | 51 |
| shift | 22A | shift | 10 |
| left | 04B | left | 50 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 2 |
| clear | 04C | clear | 47 |
| shift | 22A | shift | 1 |
| insert | 052 | insert | 42 |
| shift | 22A | shift | 2 |
| end | 04F | end | 16 |
| ¦ | 02B | ¦ | 17 |
| shift | 22A | shift | 3 |
| shift | 22A | shift | 1 |
| ' | 07D | ' | 24 |
| None | 073 | None | 33 |
| shift | 22A | shift | 57 |
| right | 04D | right | 89 |
| shift | 22A | shift | 21 |
| shift | 22A | shift | 2 |
| down | 050 | down | 109 |
| ' | 079 | ' | 18 |
| shift | 22A | shift | 3 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| left | 04B | left | 19 |
| insert | 052 | insert | 9 |
| clear | 04C | clear | 6 |
| num lock | 045 | num lock | 16 |
| end | 04F | end | 21 |
| ¦ | 02B | ¦ | 28 |
| ' | 07D | ' | 52 |
| None | 073 | None | 57 |
| right | 04D | right | 31 |
| left | 04B | left | 18 |
| shift | 22A | shift | 72 |
| down | 050 | down | 7 |
| shift | 22A | shift | 1 |
| ' | 079 | ' | 13 |
| shift | 22A | shift | 2 |
| insert | 052 | insert | 13 |
| shift | 22A | shift | 1 |
| num lock | 045 | num lock | 18 |
| shift | 22A | shift | 4 |
| clear | 04C | clear | 13 |
| shift | 22A | shift | 1 |
| None | 073 | None | 15 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 1 |
| end | 04F | end | 14 |
| ¦ | 02B | ¦ | 13 |
| ' | 07D | ' | 10 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 0 |
| left | 04B | left | 11 |
| shift | 22A | shift | 1 |
| right | 04D | right | 11 |
| shift | 22A | shift | 0 |
| down | 050 | down | 9 |
| insert | 052 | insert | 5 |
| num lock | 045 | num lock | 7 |
| None | 073 | None | 20 |
| ' | 079 | ' | 28 |
| end | 04F | end | 21 |
| ¦ | 02B | ¦ | 34 |
| caps lock | 03A | caps lock | 1128 |
| shift | 02A | shift | 1125 |
| © | 02E | © | 1136 |
| ctrl | 01D | ctrl | 1130 |
| esc | 001 | esc | 1146 |
| ` | 029 | ` | 1142 |
| ¡ | 002 | ¡ | 1160 |
| tab | 00F | tab | 1148 |
| left | 04B | left | 41 |
| clear | 04C | clear | 39 |
| ' | 07D | ' | 33 |
| 6 | 04D | 6 | 21 |
| 0 | 052 | 0 | 29 |
| num lock | 045 | num lock | 45 |
| shift | 22A | shift | 133 |
| None | 073 | None | 52 |
| shift | 22A | shift | 16 |
| ¢ | 02E | ¢ | 71 |
| caps lock | 03A | caps lock | 84 |
| ctrl | 01D | ctrl | 83 |
| shift | 02A | shift | 88 |
| esc | 001 | esc | 86 |
| ¡ | 002 | ¡ | 90 |
| ` | 029 | ` | 96 |
| tab | 00F | tab | 99 |
| ' | 079 | ' | 96 |
| 1 | 04F | 1 | 88 |
| 2 | 050 | 2 | 58 |
| ¬ | 02B | ¬ | 51 |
| 4 | 04B | 4 | 13 |
| shift | 22A | shift | 82 |
| insert | 052 | insert | 22 |
| ' | 07D | ' | 23 |
| shift | 22A | shift | 130 |
| None | 073 | None | 154 |
| ' | 079 | ' | 148 |
| shift | 22A | shift | 22 |
| shift | 22A | shift | 1 |
| end | 04F | end | 33 |
| ¦ | 02B | ¦ | 33 |
| shift | 22A | shift | 3 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 37 |
| left | 04B | left | 100 |
| shift | 22A | shift | 7 |
| clear | 04C | clear | 104 |
| shift | 22A | shift | 3 |
| right | 04D | right | 121 |
| shift | 22A | shift | 3 |
| down | 050 | down | 130 |
| shift | 22A | shift | 4 |
| ' | 07D | ' | 7 |
| caps lock | 03A | caps lock | 338 |
| ¢ | 02E | ¢ | 332 |
| shift | 02A | shift | 334 |
| ctrl | 01D | ctrl | 339 |
| esc | 001 | esc | 335 |
| ` | 029 | ` | 333 |
| ¡ | 002 | ¡ | 335 |
| tab | 00F | tab | 334 |
| None | 073 | None | 20 |
| ' | 079 | ' | 31 |
| insert | 052 | insert | 62 |
| num lock | 045 | num lock | 74 |
| end | 04F | end | 43 |
| ¬ | 02B | ¬ | 44 |
| down | 050 | down | 15 |
| ' | 07D | ' | 14 |
| None | 073 | None | 13 |
| ' | 079 | ' | 12 |
| shift | 22A | shift | 129 |
| shift | 22A | shift | 2 |
| left | 04B | left | 16 |
| shift | 22A | shift | 0 |
| clear | 04C | clear | 16 |
| shift | 22A | shift | 1 |
| right | 04D | right | 18 |
| num lock | 045 | num lock | 19 |
| shift | 22A | shift | 2 |
| end | 04F | end | 13 |
| ¦ | 02B | ¦ | 13 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 3 |
| down | 050 | down | 5 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 5 |
| ' | 07D | ' | 35 |
| None | 073 | None | 53 |
| ' | 079 | ' | 57 |
| insert | 052 | insert | 52 |
| left | 04B | left | 45 |
| num lock | 045 | num lock | 28 |
| end | 04F | end | 18 |
| ¦ | 02B | ¦ | 9 |
| down | 050 | down | 14 |
| clear | 04C | clear | 10 |
| right | 04D | right | 11 |
| ' | 07D | ' | 5 |
| ' | 079 | ' | 5 |
| None | 073 | None | 9 |
| insert | 052 | insert | 8 |
| shift | 22A | shift | 87 |
| end | 04F | end | 20 |
| ¦ | 02B | ¦ | 21 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 1 |
| down | 050 | down | 21 |
| shift | 22A | shift | 0 |
| shift | 22A | shift | 1 |
| left | 04B | left | 22 |
| num lock | 045 | num lock | 19 |
| shift | 22A | shift | 4 |
| clear | 04C | clear | 15 |
| shift | 22A | shift | 0 |
| right | 04D | right | 11 |
| None | 073 | None | 10 |
| ' | 07D | ' | 12 |
| shift | 22A | shift | 5 |
| ' | 079 | ' | 16 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 18 |
| end | 04F | end | 48 |
| shift | 22A | shift | 12 |
| down | 050 | down | 60 |
| ¦ | 02B | ¦ | 61 |
| num lock | 045 | num lock | 34 |
| insert | 052 | insert | 37 |
| left | 04B | left | 523 |
| shift | 22A | shift | 3 |
| shift | 22A | shift | 0 |
| end | 04F | end | 618 |
| ' | 07D | ' | 635 |
| None | 073 | None | 520 |
| shift | 22A | shift | 2 |
| clear | 04C | clear | 529 |
| shift | 22A | shift | 0 |
| right | 04D | right | 7 |
| ' | 079 | ' | 6 |
| shift | 22A | shift | 3 |
| ¦ | 02B | ¦ | 5 |
| insert | 052 | insert | 4 |
| num lock | 045 | num lock | 5 |
| end | 04F | end | 5 |
| down | 050 | down | 7 |
| ' | 07D | ' | 13 |
| None | 073 | None | 15 |
| left | 04B | left | 23 |
| ' | 079 | ' | 29 |
| clear | 04C | clear | 25 |
| shift | 22A | shift | 84 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| right | 04D | right | 25 |
| None | 073 | None | 27 |
| shift | 22A | shift | 11 |
| left | 04B | left | 26 |
| num lock | 045 | num lock | 26 |
| shift | 22A | shift | 2 |
| end | 04F | end | 25 |
| shift | 22A | shift | 1 |
| down | 050 | down | 25 |
| ¦ | 02B | ¦ | 27 |
| shift | 22A | shift | 7 |
| shift | 22A | shift | 0 |
| ' | 07D | ' | 27 |
| ' | 079 | ' | 27 |
| shift | 22A | shift | 17 |
| insert | 052 | insert | 24 |
| shift | 22A | shift | 2 |
| clear | 04C | clear | 26 |
| None | 073 | None | 26 |
| num lock | 045 | num lock | 26 |
| end | 04F | end | 30 |
| down | 050 | down | 30 |
| ¦ | 02B | ¦ | 30 |
| ' | 07D | ' | 29 |
| ' | 079 | ' | 29 |
| left | 04B | left | 25 |
| insert | 052 | insert | 26 |
| clear | 04C | clear | 26 |
| right | 04D | right | 24 |
| None | 073 | None | 26 |
| end | 04F | end | 27 |
| ' | 07D | ' | 29 |
| shift | 22A | shift | 142 |
| down | 050 | down | 30 |
| num lock | 045 | num lock | 27 |
| ¦ | 02B | ¦ | 25 |
| ' | 079 | ' | 28 |
| shift | 22A | shift | 31 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| None | 073 | None | 25 |
| shift | 22A | shift | 11 |
| insert | 052 | insert | 27 |
| shift | 22A | shift | 0 |
| left | 04B | left | 26 |
| shift | 22A | shift | 2 |
| clear | 04C | clear | 27 |
| shift | 22A | shift | 1 |
| right | 04D | right | 26 |
| ' | 07D | ' | 27 |
| ' | 079 | ' | 24 |
| num lock | 045 | num lock | 31 |
| ¦ | 02B | ¦ | 29 |
| end | 04F | end | 26 |
| None | 073 | None | 29 |
| insert | 052 | insert | 27 |
| left | 04B | left | 27 |
| clear | 04C | clear | 27 |
| right | 04D | right | 25 |
| down | 050 | down | 26 |
| ' | 07D | ' | 28 |
| ¦ | 02B | ¦ | 24 |
| end | 04F | end | 23 |
| None | 073 | None | 24 |
| ' | 079 | ' | 25 |
| shift | 22A | shift | 195 |
| ' | 07D | ' | 27 |
| shift | 22A | shift | 2 |
| insert | 052 | insert | 27 |
| ¦ | 02B | ¦ | 29 |
| shift | 22A | shift | 3 |
| num lock | 045 | num lock | 28 |
| None | 073 | None | 22 |
| shift | 22A | shift | 6 |
| shift | 22A | shift | 0 |
| shift | 22A | shift | 2 |
| left | 04B | left | 27 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 28 |
| shift | 22A | shift | 1 |
| end | 04F | end | 27 |
| shift | 22A | shift | 2 |
| down | 050 | down | 27 |
| shift | 22A | shift | 1 |
| right | 04D | right | 20 |
| ¦ | 02B | ¦ | 24 |
| num lock | 045 | num lock | 24 |
| ' | 07D | ' | 28 |
| ' | 079 | ' | 28 |
| None | 073 | None | 27 |
| end | 04F | end | 27 |
| insert | 052 | insert | 27 |
| left | 04B | left | 26 |
| clear | 04C | clear | 25 |
| shift | 22A | shift | 94 |
| right | 04D | right | 31 |
| shift | 22A | shift | 2 |
| down | 050 | down | 35 |
| ¦ | 02B | ¦ | 31 |
| ' | 07D | ' | 29 |
| ' | 079 | ' | 30 |
| num lock | 045 | num lock | 29 |
| shift | 22A | shift | 26 |
| None | 073 | None | 25 |
| shift | 22A | shift | 19 |
| end | 04F | end | 22 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 1 |
| shift | 22A | shift | 4 |
| shift | 22A | shift | 1 |
| insert | 052 | insert | 22 |
| left | 04B | left | 22 |
| ¦ | 02B | ¦ | 25 |
| clear | 04C | clear | 24 |
| right | 04D | right | 25 |
| num lock | 045 | num lock | 28 |
| ' | 07D | ' | 25 |
| None | 073 | None | 29 |
| end | 04F | end | 27 |
| ' | 079 | ' | 28 |
| shift | 22A | shift | 88 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 3 |
| left | 04B | left | 26 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 27 |
| shift | 22A | shift | 8 |
| right | 04D | right | 31 |
| num lock | 045 | num lock | 32 |
| shift | 22A | shift | 2 |
| down | 050 | down | 32 |
| None | 073 | None | 29 |
| shift | 22A | shift | 8 |
| insert | 052 | insert | 37 |
| shift | 22A | shift | 1 |
| ' | 07D | ' | 30 |
| shift | 22A | shift | 16 |
| shift | 22A | shift | 1 |
| end | 04F | end | 21 |
| shift | 22A | shift | 1 |
| ¦ | 02B | ¦ | 25 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 5 |
| left | 04B | left | 28 |
| shift | 22A | shift | 1 |
| clear | 04C | clear | 28 |
| down | 050 | down | 28 |
| None | 073 | None | 29 |
| ' | 079 | ' | 29 |
| ' | 07D | ' | 23 |
| num lock | 045 | num lock | 24 |
| insert | 052 | insert | 26 |
| right | 04D | right | 25 |
| left | 04B | left | 25 |
| clear | 04C | clear | 27 |
| None | 073 | None | 26 |
| ' | 079 | ' | 26 |
| ¦ | 02B | ¦ | 25 |
| end | 04F | end | 26 |
| ' | 07D | ' | 31 |
| shift | 22A | shift | 115 |
| shift | 22A | shift | 1 |
| insert | 052 | insert | 33 |
| shift | 22A | shift | 1 |
| right | 04D | right | 37 |
| num lock | 045 | num lock | 37 |
| shift | 22A | shift | 3 |
| down | 050 | down | 33 |
| shift | 22A | shift | 37 |
| None | 073 | None | 50 |
| shift | 22A | shift | 12 |
| end | 04F | end | 14 |
| ¦ | 02B | ¦ | 12 |
| shift | 22A | shift | 2 |
| shift | 22A | shift | 1 |
| ' | 07D | ' | 15 |
| ' | 079 | ' | 14 |
| shift | 22A | shift | 3 |
| insert | 052 | insert | 12 |
| left | 04B | left | 10 |
| down | 050 | down | 13 |
| num lock | 045 | num lock | 16 |
| None | 073 | None | 23 |
| clear | 04C | clear | 23 |
| right | 04D | right | 23 |
| ¦ | 02B | ¦ | 25 |
| insert | 052 | insert | 25 |
| end | 04F | end | 23 |
| ' | 07D | ' | 28 |
| ' | 079 | ' | 28 |
| shift | 22A | shift | 116 |
| shift | 22A | shift | 1 |
| left | 04B | left | 30 |
| num lock | 045 | num lock | 28 |
| None | 073 | None | 26 |
| shift | 22A | shift | 15 |
| shift | 22A | shift | 3 |
| shift | 22A | shift | 1 |
| down | 050 | down | 29 |
| shift | 22A | shift | 13 |
